進路名,進路鎖錠するべき軌道回路リスト,,,,,,,,,,
TH67_21L,TH67_4LT,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH67_22L,TH67_5LT,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH67_23R,TH67_33イT,TH67_36ロT,TH67_23RT,なし,なし,なし,なし,なし,なし,なし,なし
TH67_24R,TH67_33ロT,TH67_35ロT,TH67_36イT,TH67_36ロT,TH67_23RT,なし,なし,なし,なし,なし,なし
TH67_25LC,TH67_36ロT,TH67_36イT,TH67_35ロT,TH67_35イT,TH67_34T,なし,なし,なし,なし,なし,なし
TH67_25LD,TH67_36ロT,TH67_36イT,TH67_35ロT,TH67_35イT,TH67_34T,なし,なし,なし,なし,なし,なし
TH66S_1RA,TH66S_1RT,TH66S_51ロT,TH66S_52T,TH66S_55T,TH66S_54T,TH66S_57T,TH66S_56T,TH66S_1RAT,なし,なし,なし
TH66S_1RB,TH66S_1RT,TH66S_51ロT,TH66S_52T,TH66S_55T,TH66S_54T,TH66S_57T,TH66S_1RBT,なし,なし,なし,なし
TH66S_1RC,TH66S_1RT,TH66S_51ロT,TH66S_52T,TH66S_55T,TH66S_1RCT,なし,なし,なし,なし,なし,なし
TH66S_2R,TH66S_54T,TH66S_55T,TH66S_1RCT,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_3L,TH66S_56T,TH66S_57T,TH66S_54T,TH66S_55T,TH66S_52T,TH66S_53T,TH66S_5LET,なし,なし,なし,なし
TH66S_4L,TH66S_57T,TH66S_54T,TH66S_55T,TH66S_52T,TH66S_53T,TH66S_5LET,なし,なし,なし,なし,なし
TH66S_5LD,TH66S_5LT,TH66S_53T,TH66S_52T,TH66S_51ロT,TH66S_51イT,TH66S_5LDT,なし,なし,なし,なし,なし
TH66S_5LE,TH66S_5LT,TH66S_53T,TH66S_5LET,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_11R,TH66S_51イT,TH66S_13T,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_13RA,TH66S_54T,TH66S_57T,TH66S_56T,TH66S_1RAT,なし,なし,なし,なし,なし,なし,なし
TH66S_13RB,TH66S_54T,TH66S_57T,TH66S_1RBT,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_15LN,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_15L1,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_15L2,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_15L3,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_15L4,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_15L5,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_15L6,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_15L7,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_15L8,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_15L9,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_15L13,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_16LN,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_16L1,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_16L2,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_16L3,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_16L4,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_16L5,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_16L6,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_16L7,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_16L8,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_16L9,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH66S_16L13,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH65_1RTA,TH65_1RT,TH65_41T,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH65_1RTB,TH65_1RT,TH65_41T,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH65_1RTC,TH65_1RT,TH65_41T,TH65_42ロT,なし,なし,なし,なし,なし,なし,なし,なし
TH65_2R,TH65_2RT,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH65_3R,TH65_3RT,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH65_4R,TH65_11LT,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH65_5L,TH65_42ロT,TH65_42イT,TH65_TST,なし,なし,なし,なし,なし,なし,なし,なし
TH65_6L,TH65_42イT,TH65_TST,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH65_7R,TH65_49T,TH65_50イT,TH65_XT,なし,なし,なし,なし,なし,なし,なし,なし
TH65_8R,TH65_45T,TH65_47T,TH65_49T,TH65_50イT,TH65_XT,なし,なし,なし,なし,なし,なし
TH65_9R,TH65_45T,TH65_47T,TH65_49T,TH65_50イT,TH65_XT,なし,なし,なし,なし,なし,なし
TH65_10R,TH65_44T,TH65_48T,TH65_47T,TH65_49T,TH65_50イT,TH65_XT,なし,なし,なし,なし,なし
TH65_11L,TH65_11LT,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH65_12L,TH65_12LT,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH65_13LSC,TH65_XT,TH65_50イT,TH65_49T,TH65_47T,TH65_45T,なし,なし,なし,なし,なし,なし
TH65_13LSD,TH65_XT,TH65_50イT,TH65_49T,TH65_47T,TH65_48T,TH65_44T,なし,なし,なし,なし,なし
TH65_21RX,TH65_49T,TH65_50イT,TH65_XT,なし,なし,なし,なし,なし,なし,なし,なし
TH65_21RY,TH65_49T,TH65_50イT,TH65_50ロT,TH65_YT,なし,なし,なし,なし,なし,なし,なし
TH65_22RX,TH65_45T,TH65_47T,TH65_49T,TH65_50イT,TH65_XT,なし,なし,なし,なし,なし,なし
TH65_22RY,TH65_45T,TH65_47T,TH65_49T,TH65_50イT,TH65_50ロT,TH65_YT,なし,なし,なし,なし,なし
TH65_22RE,TH65_45T,TH65_47T,TH65_48T,TH65_ET,なし,なし,なし,なし,なし,なし,なし
TH65_23RX,TH65_45T,TH65_47T,TH65_49T,TH65_50イT,TH65_XT,なし,なし,なし,なし,なし,なし
TH65_23RY,TH65_45T,TH65_47T,TH65_49T,TH65_50イT,TH65_50ロT,TH65_YT,なし,なし,なし,なし,なし
TH65_23RE,TH65_45T,TH65_47T,TH65_48T,TH65_ET,なし,なし,なし,なし,なし,なし,なし
TH65_24RX,TH65_44T,TH65_48T,TH65_47T,TH65_49T,TH65_50イT,TH65_XT,なし,なし,なし,なし,なし
TH65_24RY,TH65_44T,TH65_48T,TH65_47T,TH65_49T,TH65_50イT,TH65_50ロT,TH65_YT,なし,なし,なし,なし
TH65_24RE,TH65_44T,TH65_48T,TH65_ET,なし,なし,なし,なし,なし,なし,なし,なし
TH65_25RX,TH65_44T,TH65_48T,TH65_47T,TH65_49T,TH65_50イT,TH65_XT,なし,なし,なし,なし,なし
TH65_25RY,TH65_44T,TH65_48T,TH65_47T,TH65_49T,TH65_50イT,TH65_50ロT,TH65_YT,なし,なし,なし,なし
TH65_25RE,TH65_44T,TH65_48T,TH65_ET,なし,なし,なし,なし,なし,なし,なし,なし
TH65_26RX,TH65_44T,TH65_48T,TH65_47T,TH65_49T,TH65_50イT,TH65_XT,なし,なし,なし,なし,なし
TH65_26RY,TH65_44T,TH65_48T,TH65_47T,TH65_49T,TH65_50イT,TH65_50ロT,TH65_YT,なし,なし,なし,なし
TH65_26RE,TH65_44T,TH65_48T,TH65_ET,なし,なし,なし,なし,なし,なし,なし,なし
TH65_27L,TH65_11LT,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH65_28L,TH65_12LT,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH65_29LB,TH65_48T,TH65_47T,TH65_45T,TH65_3RT,なし,なし,なし,なし,なし,なし,なし
TH65_29LSC,TH65_48T,TH65_47T,TH65_45T,なし,なし,なし,なし,なし,なし,なし,なし
TH65_29LSD,TH65_48T,TH65_44T,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH65_29L5,TH65_48T,TH65_44T,TH65_5T,なし,なし,なし,なし,なし,なし,なし,なし
TH65_29L6,TH65_48T,TH65_44T,TH65_6T,なし,なし,なし,なし,なし,なし,なし,なし
TH65_30R,TH65_50ロT,TH65_YT,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH65_31LA,TH65_50イT,TH65_49T,TH65_2RT,なし,なし,なし,なし,なし,なし,なし,なし
TH65_31LB,TH65_50イT,TH65_49T,TH65_47T,TH65_45T,TH65_3RT,なし,なし,なし,なし,なし,なし
TH65_31LSC,TH65_50イT,TH65_49T,TH65_47T,TH65_45T,なし,なし,なし,なし,なし,なし,なし
TH65_31LSD,TH65_50イT,TH65_49T,TH65_47T,TH65_48T,TH65_44T,なし,なし,なし,なし,なし,なし
TH65_31L5,TH65_50イT,TH65_49T,TH65_47T,TH65_48T,TH65_44T,TH65_5T,なし,なし,なし,なし,なし
TH65_31L6,TH65_50イT,TH65_49T,TH65_47T,TH65_48T,TH65_44T,TH65_6T,なし,なし,なし,なし,なし
TH65_32LA,TH65_50ロT,TH65_50イT,TH65_49T,TH65_2RT,なし,なし,なし,なし,なし,なし,なし
TH65_32LB,TH65_50ロT,TH65_50イT,TH65_49T,TH65_47T,TH65_45T,TH65_3RT,なし,なし,なし,なし,なし
TH65_32LSC,TH65_50ロT,TH65_50イT,TH65_49T,TH65_47T,TH65_45T,なし,なし,なし,なし,なし,なし
TH65_32LSD,TH65_50ロT,TH65_50イT,TH65_49T,TH65_47T,TH65_48T,TH65_44T,なし,なし,なし,なし,なし
TH65_32LE,TH65_50ロT,TH65_ET,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH65_32L5,TH65_50ロT,TH65_50イT,TH65_49T,TH65_47T,TH65_48T,TH65_44T,TH65_5T,なし,なし,なし,なし
TH65_32L6,TH65_50ロT,TH65_50イT,TH65_49T,TH65_47T,TH65_48T,TH65_44T,TH65_6T,なし,なし,なし,なし
TH64_12L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH64_12R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH64_13L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH64_13R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH64_14L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH64_14R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH64_15L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH64_15R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH63_12L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH63_12R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH63_13L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH63_13R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH63_14L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH63_14R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH63_15L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH63_15R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH62_12L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH62_12R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH62_13L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH62_13R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH62_14L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH62_14R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH62_15L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH62_15R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH61_2RA,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH61_2RB,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH61_3L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH61_4L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH61_5R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH61_6L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH59_11R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH59_12L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH59_13L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH59_13R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH58_2RA,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH58_2RB,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH58_2RC,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH58_3L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH58_4L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH58_5L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH58_6R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH58_7R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH58_8R,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH58_9LA,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH58_9LB,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH58_9LC,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH58_31RD,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH58_31RE,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH58_32L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
TH58_33L,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし
